3.615448586667474160e+02,4.066562692352083559e+02
3.604813486080939811e+02,4.066895619437132723e+02
3.594178385494405461e+02,4.067228546522181887e+02
3.583543284907871111e+02,4.067561473607231619e+02
3.572908184321336762e+02,4.067894400692280783e+02
3.562273083734802412e+02,4.068227327777329947e+02
3.551637983148268063e+02,4.068560254862379679e+02
3.541002882561734282e+02,4.068893181947428843e+02
3.530367781975199932e+02,4.069226109032478576e+02
3.519732681388665583e+02,4.069559036117527739e+02
3.509097580802131233e+02,4.069891963202576903e+02
3.498462480215596884e+02,4.070224890287626636e+02
3.487827379629062534e+02,4.070557817372675800e+02
3.477192279042528185e+02,4.070890744457725532e+02
3.466557178455993835e+02,4.071223671542774696e+02
3.455922077869459486e+02,4.071556598627823860e+02
3.445286977282925136e+02,4.071889525712873592e+02
3.434651876696390786e+02,4.072222452797922756e+02
3.424016776109856437e+02,4.072555379882971920e+02
3.413381675523322087e+02,4.072888306968021652e+02
3.402746574936787738e+02,4.073221234053070816e+02
3.392111474350253388e+02,4.073554161138120548e+02
3.381476373763719039e+02,4.073887088223169712e+02
3.381376396009631549e+02,4.073889197414396790e+02
3.370919476372617964e+02,4.074109802921735195e+02
3.360462556735603812e+02,4.074330408429073600e+02
3.350005637098590228e+02,4.074551013936412005e+02
3.339548717461576075e+02,4.074771619443750410e+02
3.329091797824562491e+02,4.074992224951088815e+02
3.318634878187548338e+02,4.075212830458426652e+02
3.308177958550534754e+02,4.075433435965765057e+02
3.297721038913520601e+02,4.075654041473103462e+02
3.287264119276507017e+02,4.075874646980441867e+02
3.276807199639493433e+02,4.076095252487780272e+02
3.266350280002479280e+02,4.076315857995118677e+02
3.255893360365465696e+02,4.076536463502456513e+02
3.245436440728451544e+02,4.076757069009794918e+02
3.234979521091437960e+02,4.076977674517133323e+02
3.224522601454423807e+02,4.077198280024471728e+02
3.214065681817410223e+02,4.077418885531810133e+02
3.203608762180396070e+02,4.077639491039148538e+02
3.193151842543382486e+02,4.077860096546486375e+02
3.182694922906368333e+02,4.078080702053824780e+02
3.172238003269354749e+02,4.078301307561163185e+02
3.161781083632341165e+02,4.078521913068501590e+02
3.151324163995327012e+02,4.078742518575839995e+02
3.140867244358313428e+02,4.078963124083178400e+02
3.130410324721299276e+02,4.079183729590516236e+02
3.119953405084285691e+02,4.079404335097854641e+02
3.109496485447271539e+02,4.079624940605193046e+02
3.099039565810257955e+02,4.079845546112531451e+02
3.088582646173243802e+02,4.080066151619869856e+02
3.078125726536230218e+02,4.080286757127208261e+02
3.067668806899216634e+02,4.080507362634546098e+02
3.057211887262202481e+02,4.080727968141884503e+02
3.046754967625188897e+02,4.080948573649222908e+02
3.036298047988174744e+02,4.081169179156561313e+02
3.025841128351161160e+02,4.081389784663899718e+02
3.015384208714147007e+02,4.081610390171238123e+02
3.004927289077133423e+02,4.081830995678575960e+02
2.994470369440119271e+02,4.082051601185914365e+02
2.984013449803105686e+02,4.082272206693252770e+02
2.984014522453556424e+02,4.082172212446313324e+02
2.984135319487580773e+02,4.070911313388244253e+02
2.984256116521605691e+02,4.059650414330175749e+02
2.984376913555630608e+02,4.048389515272107246e+02
2.984497710589654957e+02,4.037128616214038175e+02
2.984618507623679875e+02,4.025867717155969672e+02
2.984739304657704224e+02,4.014606818097901169e+02
2.984860101691729142e+02,4.003345919039832097e+02
2.984980898725753491e+02,3.992085019981763594e+02
2.985101695759778409e+02,3.980824120923694522e+02
2.985222492793802758e+02,3.969563221865626019e+02
2.985343289827827675e+02,3.958302322807557516e+02
2.985464086861852024e+02,3.947041423749488445e+02
2.985584883895876942e+02,3.935780524691419942e+02
2.985484891235716987e+02,3.935781736266495727e+02
2.974914346995727783e+02,3.935909815746741742e+02
2.964343802755738579e+02,3.936037895226987757e+02
2.953773258515749376e+02,3.936165974707233204e+02
2.943202714275760172e+02,3.936294054187479219e+02
2.932632170035770969e+02,3.936422133667725234e+02
2.922061625795781765e+02,3.936550213147970680e+02
2.911491081555792562e+02,3.936678292628216695e+02
2.900920537315803358e+02,3.936806372108462710e+02
2.890349993075814155e+02,3.936934451588708157e+02
2.879779448835824951e+02,3.937062531068954172e+02
2.869208904595835747e+02,3.937190610549200187e+02
2.858638360355846544e+02,3.937318690029445634e+02
2.848067816115857340e+02,3.937446769509691649e+02
2.837497271875868137e+02,3.937574848989937664e+02
2.826926727635878933e+02,3.937702928470183110e+02
2.816356183395889730e+02,3.937831007950429125e+02
2.805785639155900526e+02,3.937959087430675140e+02
2.795215094915911322e+02,3.938087166910920587e+02
2.784644550675922119e+02,3.938215246391166602e+02
2.774074006435932915e+02,3.938343325871412048e+02
2.763503462195943712e+02,3.938471405351658063e+02
2.752932917955954508e+02,3.938599484831904078e+02
2.742362373715965305e+02,3.938727564312149525e+02
2.731791829475976101e+02,3.938855643792395540e+02
2.721221285235986898e+02,3.938983723272641555e+02
2.710650740995997694e+02,3.939111802752887002e+02
2.700080196756008490e+02,3.939239882233133017e+02
2.700086918822269126e+02,3.939339656046456639e+02
2.700812733459130754e+02,3.950112726599083430e+02
2.701538548095991814e+02,3.960885797151709653e+02
2.702264362732853442e+02,3.971658867704335876e+02
2.702990177369714502e+02,3.982431938256962098e+02
2.703715992006576130e+02,3.993205008809588321e+02
2.704441806643437189e+02,4.003978079362215112e+02
2.705167621280298818e+02,4.014751149914841335e+02
2.705893435917160446e+02,4.025524220467467558e+02
2.706619250554021505e+02,4.036297291020093780e+02
2.707345065190883133e+02,4.047070361572720003e+02
2.708070879827744193e+02,4.057843432125346226e+02
2.708796694464605821e+02,4.068616502677973017e+02
2.709522509101466881e+02,4.079389573230599240e+02
2.710248323738328509e+02,4.090162643783225462e+02
2.710148346576082190e+02,4.090164780844103234e+02
2.699776104531049441e+02,4.090386492604976070e+02
2.689403862486016124e+02,4.090608204365848906e+02
2.679031620440983374e+02,4.090829916126721741e+02
2.668659378395950625e+02,4.091051627887594577e+02
2.658287136350917308e+02,4.091273339648467413e+02
2.647914894305884559e+02,4.091495051409340249e+02
2.637542652260851241e+02,4.091716763170213085e+02
2.627170410215818492e+02,4.091938474931085921e+02
2.616798168170785175e+02,4.092160186691958756e+02
2.606425926125752426e+02,4.092381898452831592e+02
2.596053684080719677e+02,4.092603610213704428e+02
2.585681442035686359e+02,4.092825321974577264e+02
2.575309199990653610e+02,4.093047033735450100e+02
2.564936957945620293e+02,4.093268745496322936e+02
2.554564715900587544e+02,4.093490457257195203e+02
2.544192473855554510e+02,4.093712169018068039e+02
2.533820231810521477e+02,4.093933880778940875e+02
2.523447989765488444e+02,4.094155592539813711e+02
2.513075747720455411e+02,4.094377304300686546e+02
2.502703505675422662e+02,4.094599016061559382e+02
2.492331263630389628e+02,4.094820727822432218e+02
2.481959021585356595e+02,4.095042439583305054e+02
2.471586779540323562e+02,4.095264151344177890e+02
2.461214537495290529e+02,4.095485863105050726e+02
2.450842295450257780e+02,4.095707574865923561e+02
2.440470053405224746e+02,4.095929286626796397e+02
2.430097811360191713e+02,4.096150998387669233e+02
2.419725569315158680e+02,4.096372710148542069e+02
2.409353327270125646e+02,4.096594421909414905e+02
2.398981085225092613e+02,4.096816133670287741e+02
2.388608843180059864e+02,4.097037845431160576e+02
2.378236601135026831e+02,4.097259557192033412e+02
2.367864359089993798e+02,4.097481268952906248e+02
2.367764431920273864e+02,4.097485084808218403e+02
2.356120769934223063e+02,4.097929713927262583e+02
2.344477107948172545e+02,4.098374343046307331e+02
2.332833445962121743e+02,4.098818972165351511e+02
2.321189783976070942e+02,4.099263601284396259e+02
2.309546121990020140e+02,4.099708230403440439e+02
2.297902460003969622e+02,4.100152859522485187e+02
2.286258798017918821e+02,4.100597488641529367e+02
2.286179212697226433e+02,4.100658037602959780e+02
2.277057262982725661e+02,4.107598068460763443e+02
2.267935313268224888e+02,4.114538099318567674e+02
2.258813363553724116e+02,4.121478130176371337e+02
2.249691413839223628e+02,4.128418161034175000e+02
2.240569464124722856e+02,4.135358191891979232e+02
2.231447514410222084e+02,4.142298222749782894e+02
2.222325564695721312e+02,4.149238253607586557e+02
2.213203614981220539e+02,4.156178284465390789e+02
2.204081665266719767e+02,4.163118315323194452e+02
2.203996591707580421e+02,4.163170874713748049e+02
2.190980425595234919e+02,4.171212406831751878e+02
2.177964259482889418e+02,4.179253938949755138e+02
2.164948093370543916e+02,4.187295471067758399e+02
2.164857397765345297e+02,4.187337593593770748e+02
2.153523219563223563e+02,4.192601621714021576e+02
2.142189041361102113e+02,4.197865649834272403e+02
2.130854863158980379e+02,4.203129677954523231e+02
2.119520684956858645e+02,4.208393706074774059e+02
2.108186506754736911e+02,4.213657734195024887e+02
2.096852328552615461e+02,4.218921762315275714e+02
2.085518150350493727e+02,4.224185790435526542e+02
2.085476303423386639e+02,4.224276613531112048e+02
2.080310023632791285e+02,4.235489325089170052e+02
2.075143743842195931e+02,4.246702036647228624e+02
2.069977464051600577e+02,4.257914748205286628e+02
2.064811184261004939e+02,4.269127459763345200e+02
2.059644904470409585e+02,4.280340171321403204e+02
2.054478624679814232e+02,4.291552882879461777e+02
2.054531580400533244e+02,4.291637710302168784e+02
2.060943576377061959e+02,4.301908802560258778e+02
2.067355572353590958e+02,4.312179894818348203e+02
2.073767568330119673e+02,4.322450987076437627e+02
2.080179564306648672e+02,4.332722079334527621e+02
2.086591560283177387e+02,4.342993171592617045e+02
2.093003556259706386e+02,4.353264263850707039e+02
2.099415552236235101e+02,4.363535356108796464e+02
2.099501351014349950e+02,4.363586723118384043e+02
2.109186748200885120e+02,4.369385289264351400e+02
2.118872145387420005e+02,4.375183855410318756e+02
2.128557542573955175e+02,4.380982421556285544e+02
2.138242939760490060e+02,4.386780987702252901e+02
2.147928336947025230e+02,4.392579553848219689e+02
2.157613734133560115e+02,4.398378119994187045e+02
2.167299131320095285e+02,4.404176686140153834e+02
2.176984528506630170e+02,4.409975252286121190e+02
2.186669925693165339e+02,4.415773818432087978e+02
2.196355322879700225e+02,4.421572384578055335e+02
