5.895720743861860456e+02 5.741299429986332825e+02
5.718286068776490083e+02 5.748306551807457936e+02
5.416995630887367952e+02 5.756325023018143838e+02
5.418186831468310629e+02 5.616238828776797618e+02
5.201764551496627291e+02 5.619546922628383072e+02
5.209472338176420863e+02 5.763870443261330365e+02
4.949933627981321820e+02 5.770869054602871984e+02
4.888073832394376836e+02 5.773849014629500971e+02
4.825780766001259963e+02 5.833636058855997817e+02
4.796116185226594553e+02 5.856756045530693200e+02
4.735905582246200538e+02 5.892033300689207636e+02
4.712376564273906752e+02 5.956454703110252922e+02
4.746440286358856611e+02 6.025289674413612602e+02
4.819923935236090529e+02 6.080788978757960876e+02
5.312249441641517933e+02 6.065533088140040263e+02
5.722616549852559729e+02 6.052895829329993376e+02
5.704591493163281939e+02 5.883637844650058923e+02
5.881022512854046909e+02 5.873409105850361129e+02
5.895720743861860456e+02 5.741299429986332825e+02
4.861507793603888103e+02 4.204614174565064673e+02
4.925677665847554181e+02 4.201104955640253138e+02
4.928136267044715737e+02 4.220689525866355325e+02
4.948536518560524087e+02 4.219031813194696952e+02
4.947244824831026904e+02 4.200652419685301311e+02
5.071653695622385953e+02 4.194673296803641733e+02
5.073100911476685155e+02 4.208405681408742680e+02
5.084652546889786890e+02 4.208389929425829337e+02
5.084140905948999034e+02 4.194166938814453829e+02
5.132313186195553953e+02 4.192346294207731603e+02
5.133923345523496664e+02 4.206538353895068667e+02
5.144471037317515538e+02 4.205777102957145530e+02
5.143590191711384705e+02 4.192338279777559933e+02
5.189728371289230608e+02 4.191039191051527268e+02
5.190420615018607577e+02 4.203554798642828700e+02
5.201131262033410394e+02 4.203253226631583175e+02
5.200096018568431191e+02 4.189509242260103861e+02
5.251139474783709602e+02 4.167489737903792957e+02
5.266740490862525803e+02 4.173550158989078227e+02
5.270809854627095774e+02 4.167554919782800766e+02
5.256058372317586418e+02 4.161934841767774174e+02
5.256214078033409578e+02 4.119992043542965803e+02
5.273517071621587320e+02 4.114552727489347035e+02
5.269605010356174262e+02 4.108472702537019359e+02
5.254456343659387585e+02 4.113077590643404733e+02
5.197913498305694020e+02 4.090373186417144211e+02
5.197555713386908565e+02 4.078931442013396236e+02
5.187634760502592144e+02 4.078591761402861948e+02
5.188558904191138481e+02 4.090327067879337051e+02
5.149844281564758148e+02 4.091571886454265723e+02
5.146878721843720541e+02 4.037955642474908018e+02
5.264360925851493676e+02 4.073336374457090301e+02
5.380102585704903504e+02 4.064815986687046916e+02
5.372813742627826059e+02 4.112066505601243875e+02
5.356591014440191429e+02 4.122118022807426314e+02
5.365677185570855272e+02 4.132230738119562830e+02
5.378080114820713789e+02 4.125227099465707283e+02
5.419865554568985999e+02 4.167072328349084955e+02
5.411297764341657057e+02 4.178765368870871271e+02
5.425388287015631477e+02 4.184868334147422502e+02
5.435724095658864599e+02 4.172816008164296022e+02
5.514647222877049444e+02 4.167498897420836670e+02
5.525990241240086789e+02 4.178631362265360849e+02
5.537878093820182812e+02 4.172261256323552630e+02
5.530242610021064138e+02 4.161024408933492396e+02
5.564133157889169752e+02 4.127262357451698449e+02
5.578249311817434091e+02 4.133828878819169859e+02
5.584757392434528356e+02 4.122193837931822600e+02
5.567869278043988288e+02 4.115241093724934558e+02
5.565882617194334898e+02 4.096726513690190359e+02
5.561615211951360607e+02 4.069300397617836325e+02
5.576747404239799835e+02 4.061910430525402944e+02
5.567489168483393769e+02 4.053659598234508508e+02
5.554460035551210240e+02 4.059288060496828621e+02
5.510749254058248425e+02 4.029877340963844858e+02
5.573673434746739304e+02 3.996381166607636715e+02
5.642087123298797451e+02 3.940291109987949199e+02
5.644546715125720766e+02 3.954923519204723448e+02
5.659505662232570558e+02 3.954347626963109406e+02
5.659277911437043258e+02 3.937795333912728779e+02
5.774856257191133864e+02 3.931291681585147444e+02
5.775410481587945242e+02 3.946287240289094029e+02
5.792986987784286157e+02 3.945792426794351968e+02
5.791840776681195848e+02 3.930039762573287021e+02
5.911916402586925869e+02 3.922790598514724252e+02
5.913019864330582323e+02 3.937770694798549584e+02
5.926931550371293724e+02 3.938152837715047099e+02
5.926214407193645002e+02 3.922697603566424505e+02
5.976050540836109803e+02 3.926092057624530867e+02
5.976931227996449252e+02 3.939530882849307432e+02
5.992473621384614262e+02 3.939557618284194973e+02
5.992142203044610369e+02 3.926103330911126363e+02
6.032736009944392208e+02 3.926508142542725182e+02
6.061444914351985744e+02 3.920902602845122829e+02
6.068127662134061211e+02 3.932321049288062795e+02
6.080426942792477121e+02 3.928415478547456132e+02
6.075597665432148915e+02 3.918182890206538218e+02
6.106033099161394375e+02 3.906493344100572358e+02
6.126831362065422582e+02 3.892134756747734627e+02
6.141796423710721911e+02 3.901617766870880928e+02
6.150097666947514199e+02 3.892563102274920652e+02
6.136145085552253704e+02 3.883980115676131391e+02
6.150781813813058534e+02 3.867628417632085416e+02
6.161223376407402839e+02 3.845049890027875676e+02
6.178155430553156293e+02 3.847823104278821233e+02
6.182088796864163669e+02 3.836879589628275085e+02
6.167516755725689563e+02 3.834504204882408089e+02
6.172672554815428612e+02 3.808360368111793832e+02
6.166448156742374067e+02 3.782846383071982928e+02
6.184583124339659435e+02 3.780014586630788926e+02
6.181307059840559077e+02 3.770512044701220020e+02
6.165317893866458689e+02 3.772354913660007014e+02
6.134424073022165658e+02 3.728500589442621731e+02
6.147239095431245914e+02 3.721485424584540169e+02
6.136959863288977886e+02 3.712180017664236971e+02
6.124092964481188801e+02 3.720744185710469765e+02
6.094162764876133451e+02 3.701778169528670901e+02
6.069087472273301955e+02 3.693508288484741229e+02
6.077587079627787716e+02 3.680579181627301750e+02
6.064414414710187202e+02 3.676152609084472829e+02
6.055683505048165216e+02 3.687385931691509882e+02
6.015768820299409754e+02 3.681855100928892170e+02
5.988794887717626807e+02 3.681531145183075182e+02
5.988420752532595088e+02 3.667304289691546728e+02
5.973736380544603435e+02 3.667872415113478155e+02
5.974058646136555808e+02 3.683648273003558415e+02
5.921713444371360993e+02 3.692085764991081760e+02
5.920645978519916071e+02 3.670295470153414499e+02
5.901721870081318002e+02 3.671292463713536449e+02
5.903235470836074228e+02 3.693689216443166288e+02
5.789357013218443626e+02 3.696121281390545619e+02
5.784808910791373364e+02 3.658644040089678811e+02
5.708663163647793226e+02 3.639586368883249179e+02
5.721768514967324109e+02 3.603004931877841273e+02
5.737277401358004454e+02 3.599937501455508482e+02
5.734412626095323731e+02 3.592899456049732976e+02
5.718903738250991182e+02 3.595966886730950591e+02
5.683448301411907551e+02 3.569109276887314195e+02
5.689922282265829381e+02 3.556856187959200497e+02
5.681838254268019455e+02 3.554917213562643497e+02
5.674420740589773686e+02 3.565030306329004475e+02
5.614901396685750115e+02 3.570574793698758072e+02
5.610012813673496339e+02 3.556784539419452926e+02
5.599962428785096336e+02 3.559079293030489453e+02
5.603838522177948107e+02 3.571969526180122898e+02
5.533903396927614722e+02 3.600556159455054512e+02
5.512922781213849248e+02 3.551934985199214907e+02
5.518012063449637026e+02 3.551946457762484215e+02
5.521513947874983614e+02 3.550609833103569599e+02
5.522844984219535718e+02 3.547322520320573176e+02
5.520451364816502746e+02 3.543830561357494844e+02
5.516366620504178400e+02 3.542088510500049665e+02
5.510753704870538741e+02 3.542556042908140626e+02
5.508152632278970486e+02 3.545260094963135771e+02
5.507482546386546574e+02 3.548064536988522377e+02
5.433044227424273913e+02 3.530042213830409423e+02
5.434417988189397875e+02 3.527527468466882965e+02
5.434289804702224274e+02 3.525209763425460210e+02
5.431707001501312106e+02 3.523270674679429817e+02
5.428102570190526421e+02 3.522753137495372471e+02
5.423888462750234112e+02 3.523645553737883915e+02
5.422094204865049960e+02 3.526017383695966032e+02
5.423063383485850864e+02 3.528620919716553885e+02
5.425088372151849399e+02 3.530420958869277115e+02
5.365530725649279020e+02 3.552680089484151722e+02
5.360167394065334747e+02 3.550200269768551493e+02
5.355197751516154767e+02 3.552351994233050050e+02
5.353806317217056403e+02 3.557033797893051883e+02
5.361006046584478781e+02 3.560390439749223219e+02
5.369725155613660945e+02 3.598678769757313489e+02
5.232372101660361068e+02 3.609355154512215336e+02
5.146747658403374999e+02 3.642716850419242292e+02
5.149990380501022855e+02 3.611829442840657407e+02
5.045508150957343219e+02 3.545441377736299273e+02
4.988916927827604013e+02 3.544249245545092322e+02
4.868417954362762998e+02 3.635852187084607294e+02
4.874143693967283752e+02 3.667260842470817579e+02
4.960039157783214137e+02 3.723339338441638802e+02
4.935783064595129304e+02 3.734855136866223688e+02
4.920731768701236888e+02 3.763598989767328362e+02
4.825338739729422741e+02 3.769534932972887873e+02
4.825261872257013351e+02 3.805440102225013561e+02
4.794052826277658710e+02 3.823032377674591658e+02
4.765211803546728788e+02 3.843653066144616446e+02
4.766673442599939676e+02 3.907370695324271992e+02
4.830692624091948915e+02 3.925995558862888970e+02
4.836485054338928649e+02 3.966068578555075987e+02
4.852906897627822786e+02 4.136145438734888558e+02
4.861507793603888103e+02 4.204614174565064673e+02
3.833761131248269862e+02 1.604744672303798154e+02
3.537331080963580803e+02 1.439923504605749258e+02
3.368084259884431617e+02 1.356480614988172420e+02
3.183105955242584741e+02 1.269612179750353960e+02
2.920050635179286473e+02 1.146254781811946657e+02
2.394170476567352637e+02 1.706424878294723726e+02
2.070881337018780073e+02 1.988211243364543748e+02
